,Year,Location,Indicators,Products,UOM,Scalar Factor,Value
1762,2014,Quebec,International demand (exports),Total transportation,Dollars,millions,1097.2
1763,2014,Quebec,International demand (exports),Passenger air transport,Dollars,millions,810.8
1764,2014,Quebec,International demand (exports),Passenger rail transport,Dollars,millions,14.8
1765,2014,Quebec,International demand (exports),Passenger water transport,Dollars,millions,5.6
1766,2014,Quebec,International demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,41.9
1767,2014,Quebec,International demand (exports),Taxis,Dollars,millions,18.3
1768,2014,Quebec,International demand (exports),Vehicle rental,Dollars,millions,85.1
1769,2014,Quebec,International demand (exports),Vehicle repairs and parts,Dollars,millions,43.2
1770,2014,Quebec,International demand (exports),Vehicle fuel,Dollars,millions,77.5
1771,2014,Quebec,International demand (exports),Total accommodation,Dollars,millions,952.6
1772,2014,Quebec,International demand (exports),Hotels,Dollars,millions,826.9
1773,2014,Quebec,International demand (exports),Motels,Dollars,millions,65.3
1774,2014,Quebec,International demand (exports),Camping,Dollars,millions,8.3
1775,2014,Quebec,International demand (exports),Other accommodation,Dollars,millions,52.1
1776,2014,Quebec,International demand (exports),Total food and beverage services,Dollars,millions,475.7
1777,2014,Quebec,International demand (exports),Meals from accommodation,Dollars,millions,19.6
1778,2014,Quebec,International demand (exports),Meals from restaurants,Dollars,millions,338.3
1779,2014,Quebec,International demand (exports),Alcoholic beverages from accommodation,Dollars,millions,6.7
1780,2014,Quebec,International demand (exports),Alcoholic beverages from restaurants,Dollars,millions,84.8
1781,2014,Quebec,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,26.3
1782,2014,Quebec,International demand (exports),Total other tourism products,Dollars,millions,336.5
1783,2014,Quebec,International demand (exports),Recreation and entertainment,Dollars,millions,262.9
1784,2014,Quebec,International demand (exports),Travel services,Dollars,millions,40.8
1785,2014,Quebec,International demand (exports),Convention fees,Dollars,millions,32.8
1786,2014,Quebec,International demand (exports),Pre-trip expenses,Dollars,millions,0.0
1787,2014,Quebec,International demand (exports),Total other products,Dollars,millions,534.4
1788,2014,Quebec,International demand (exports),Groceries,Dollars,millions,165.6
1789,2014,Quebec,International demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,36.4
1790,2014,Quebec,International demand (exports),Urban transit and parking,Dollars,millions,2.0
1791,2014,Quebec,International demand (exports),Miscellaneous products,Dollars,millions,330.4
1792,2014,Quebec,Imports,Total tourism expenditures,Dollars,millions,9985.4
1793,2014,Quebec,Imports,Total tourism products,Dollars,millions,8742.5
1794,2014,Quebec,Imports,Total transportation,Dollars,millions,3116.8
1803,2014,Quebec,Imports,Total accommodation,Dollars,millions,2735.2
1808,2014,Quebec,Imports,Total food and beverage services,Dollars,millions,1933.3
1814,2014,Quebec,Imports,Total other tourism products,Dollars,millions,957.2
1819,2014,Quebec,Imports,Total other products,Dollars,millions,1242.9
1824,2014,Quebec,Interprovincial imports,Total tourism expenditures,Dollars,millions,1661.1
1825,2014,Quebec,Interprovincial imports,Total tourism products,Dollars,millions,1441.5
1826,2014,Quebec,Interprovincial imports,Total transportation,Dollars,millions,555.9
1827,2014,Quebec,Interprovincial imports,Passenger air transport,Dollars,millions,339.0
1828,2014,Quebec,Interprovincial imports,Passenger rail transport,Dollars,millions,13.3
1829,2014,Quebec,Interprovincial imports,Passenger water transport,Dollars,millions,3.2
1830,2014,Quebec,Interprovincial imports,"Interurban, charter and tour bus transport",Dollars,millions,11.3
1831,2014,Quebec,Interprovincial imports,Taxis,Dollars,millions,11.3
1832,2014,Quebec,Interprovincial imports,Vehicle rental,Dollars,millions,18.1
1833,2014,Quebec,Interprovincial imports,Vehicle repairs and parts,Dollars,millions,51.4
1834,2014,Quebec,Interprovincial imports,Vehicle fuel,Dollars,millions,108.3
1835,2014,Quebec,Interprovincial imports,Total accommodation,Dollars,millions,305.9
1836,2014,Quebec,Interprovincial imports,Hotels,Dollars,millions,260.5
1837,2014,Quebec,Interprovincial imports,Motels,Dollars,millions,14.8
1838,2014,Quebec,Interprovincial imports,Camping,Dollars,millions,20.2
1839,2014,Quebec,Interprovincial imports,Other accommodation,Dollars,millions,10.4
1840,2014,Quebec,Interprovincial imports,Total food and beverage services,Dollars,millions,269.6
1841,2014,Quebec,Interprovincial imports,Meals from accommodation,Dollars,millions,11.6
1842,2014,Quebec,Interprovincial imports,Meals from restaurants,Dollars,millions,206.9
1843,2014,Quebec,Interprovincial imports,Alcoholic beverages from accommodation,Dollars,millions,5.9
1844,2014,Quebec,Interprovincial imports,Alcoholic beverages from restaurants,Dollars,millions,32.0
1845,2014,Quebec,Interprovincial imports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,13.2
1846,2014,Quebec,Interprovincial imports,Total other tourism products,Dollars,millions,310.1
1847,2014,Quebec,Interprovincial imports,Recreation and entertainment,Dollars,millions,111.7
1848,2014,Quebec,Interprovincial imports,Travel services,Dollars,millions,186.8
1849,2014,Quebec,Interprovincial imports,Convention fees,Dollars,millions,11.6
1851,2014,Quebec,Interprovincial imports,Total other products,Dollars,millions,219.6
1852,2014,Quebec,Interprovincial imports,Groceries,Dollars,millions,79.9
1853,2014,Quebec,Interprovincial imports,"Beer, wine, and liquor from stores",Dollars,millions,16.0
1854,2014,Quebec,Interprovincial imports,Urban transit and parking,Dollars,millions,5.0
1855,2014,Quebec,Interprovincial imports,Miscellaneous products,Dollars,millions,118.7
1856,2014,Quebec,International imports,Total tourism expenditures,Dollars,millions,8324.3
1857,2014,Quebec,International imports,Total tourism products,Dollars,millions,7301.1
1858,2014,Quebec,International imports,Total transportation,Dollars,millions,2560.9
1867,2014,Quebec,International imports,Total accommodation,Dollars,millions,2429.5
1872,2014,Quebec,International imports,Total food and beverage services,Dollars,millions,1663.7
1878,2014,Quebec,International imports,Total other tourism products,Dollars,millions,647.0
1883,2014,Quebec,International imports,Total other products,Dollars,millions,1023.2
1888,2014,Quebec,Tourism product ratio,Total tourism expenditures,Percentage,millions,2.6
1889,2014,Quebec,Tourism product ratio,Total tourism products,Percentage,millions,33.9
1890,2014,Quebec,Tourism product ratio,Total transportation,Percentage,millions,32.3
1891,2014,Quebec,Tourism product ratio,Passenger air transport,Percentage,millions,88.6
1892,2014,Quebec,Tourism product ratio,Passenger rail transport,Percentage,millions,93.7
1893,2014,Quebec,Tourism product ratio,Passenger water transport,Percentage,millions,37.9
1894,2014,Quebec,Tourism product ratio,"Interurban, charter and tour bus transport",Percentage,millions,23.5
1895,2014,Quebec,Tourism product ratio,Taxis,Percentage,millions,17.2
1896,2014,Quebec,Tourism product ratio,Vehicle rental,Percentage,millions,25.9
1897,2014,Quebec,Tourism product ratio,Vehicle repairs and parts,Percentage,millions,19.6
1898,2014,Quebec,Tourism product ratio,Vehicle fuel,Percentage,millions,19.6
1899,2014,Quebec,Tourism product ratio,Total accommodation,Percentage,millions,94.7
1900,2014,Quebec,Tourism product ratio,Hotels,Percentage,millions,96.8
1901,2014,Quebec,Tourism product ratio,Motels,Percentage,millions,80.8
1902,2014,Quebec,Tourism product ratio,Camping,Percentage,millions,87.4
1903,2014,Quebec,Tourism product ratio,Other accommodation,Percentage,millions,98.9
1904,2014,Quebec,Tourism product ratio,Total food and beverage services,Percentage,millions,21.1
1905,2014,Quebec,Tourism product ratio,Meals from accommodation,Percentage,millions,21.5
1906,2014,Quebec,Tourism product ratio,Meals from restaurants,Percentage,millions,21.4
1907,2014,Quebec,Tourism product ratio,Alcoholic beverages from accommodation,Percentage,millions,19.9
1908,2014,Quebec,Tourism product ratio,Alcoholic beverages from restaurants,Percentage,millions,19.9
1909,2014,Quebec,Tourism product ratio,Meals and alcoholic beverages from other tourism industries,Percentage,millions,20.8
1910,2014,Quebec,Tourism product ratio,Total other tourism products,Percentage,millions,41.4
1911,2014,Quebec,Tourism product ratio,Recreation and entertainment,Percentage,millions,19.9
1912,2014,Quebec,Tourism product ratio,Travel services,Percentage,millions,98.0
1913,2014,Quebec,Tourism product ratio,Convention fees,Percentage,millions,96.8
1914,2014,Quebec,Tourism product ratio,Pre-trip expenses,Percentage,millions,100.0
1915,2014,Quebec,Tourism product ratio,Total other products,Percentage,millions,0.5
1916,2014,Quebec,Tourism product ratio,Groceries,Percentage,millions,4.3
1917,2014,Quebec,Tourism product ratio,"Beer, wine, and liquor from stores",Percentage,millions,4.2
1918,2014,Quebec,Tourism product ratio,Urban transit and parking,Percentage,millions,5.6
1919,2014,Quebec,Tourism product ratio,Miscellaneous products,Percentage,millions,0.3
1920,2014,Ontario,Total domestic supply,Total tourism expenditures,Dollars,millions,1372522.1
1921,2014,Ontario,Total domestic supply,Total tourism products,Dollars,millions,77064.3
1922,2014,Ontario,Total domestic supply,Total transportation,Dollars,millions,34772.4
1923,2014,Ontario,Total domestic supply,Passenger air transport,Dollars,millions,6420.5
1924,2014,Ontario,Total domestic supply,Passenger rail transport,Dollars,millions,199.2
1925,2014,Ontario,Total domestic supply,Passenger water transport,Dollars,millions,17.0
1926,2014,Ontario,Total domestic supply,"Interurban, charter and tour bus transport",Dollars,millions,843.8
1927,2014,Ontario,Total domestic supply,Taxis,Dollars,millions,1067.9
1928,2014,Ontario,Total domestic supply,Vehicle rental,Dollars,millions,1026.6
1929,2014,Ontario,Total domestic supply,Vehicle repairs and parts,Dollars,millions,8088.9
1930,2014,Ontario,Total domestic supply,Vehicle fuel,Dollars,millions,17108.5
1931,2014,Ontario,Total domestic supply,Total accommodation,Dollars,millions,4502.5
1932,2014,Ontario,Total domestic supply,Hotels,Dollars,millions,3685.1
1933,2014,Ontario,Total domestic supply,Motels,Dollars,millions,242.4
1934,2014,Ontario,Total domestic supply,Camping,Dollars,millions,328.1
1935,2014,Ontario,Total domestic supply,Other accommodation,Dollars,millions,246.9
1936,2014,Ontario,Total domestic supply,Total food and beverage services,Dollars,millions,24838.3
1937,2014,Ontario,Total domestic supply,Meals from accommodation,Dollars,millions,875.2
1938,2014,Ontario,Total domestic supply,Meals from restaurants,Dollars,millions,19384.3
1939,2014,Ontario,Total domestic supply,Alcoholic beverages from accommodation,Dollars,millions,371.4
1940,2014,Ontario,Total domestic supply,Alcoholic beverages from restaurants,Dollars,millions,3094.9
1941,2014,Ontario,Total domestic supply,Meals and alcoholic beverages from other tourism industries,Dollars,millions,1112.5
1942,2014,Ontario,Total domestic supply,Total other tourism products,Dollars,millions,12951.1
1943,2014,Ontario,Total domestic supply,Recreation and entertainment,Dollars,millions,9507.2
1944,2014,Ontario,Total domestic supply,Travel services,Dollars,millions,2040.3
1945,2014,Ontario,Total domestic supply,Convention fees,Dollars,millions,314.4
1946,2014,Ontario,Total domestic supply,Pre-trip expenses,Dollars,millions,1089.2
1947,2014,Ontario,Total domestic supply,Total other products,Dollars,millions,1295457.8
1948,2014,Ontario,Total domestic supply,Groceries,Dollars,millions,36484.7
1949,2014,Ontario,Total domestic supply,"Beer, wine, and liquor from stores",Dollars,millions,6943.6
1950,2014,Ontario,Total domestic supply,Urban transit and parking,Dollars,millions,2189.3
1951,2014,Ontario,Total domestic supply,Miscellaneous products,Dollars,millions,1249840.2
1952,2014,Ontario,Total demand,Total tourism expenditures,Dollars,millions,29938.2
1953,2014,Ontario,Total demand,Total tourism products,Dollars,millions,25154.1
1954,2014,Ontario,Total demand,Total transportation,Dollars,millions,11233.7
1955,2014,Ontario,Total demand,Passenger air transport,Dollars,millions,5828.3
1956,2014,Ontario,Total demand,Passenger rail transport,Dollars,millions,185.9
1957,2014,Ontario,Total demand,Passenger water transport,Dollars,millions,14.5
1958,2014,Ontario,Total demand,"Interurban, charter and tour bus transport",Dollars,millions,233.9
1959,2014,Ontario,Total demand,Taxis,Dollars,millions,214.9
1960,2014,Ontario,Total demand,Vehicle rental,Dollars,millions,351.3
1961,2014,Ontario,Total demand,Vehicle repairs and parts,Dollars,millions,1414.1
1962,2014,Ontario,Total demand,Vehicle fuel,Dollars,millions,2990.8
1963,2014,Ontario,Total demand,Total accommodation,Dollars,millions,4121.3
1964,2014,Ontario,Total demand,Hotels,Dollars,millions,3418.7
1965,2014,Ontario,Total demand,Motels,Dollars,millions,208.2
1966,2014,Ontario,Total demand,Camping,Dollars,millions,268.0
1967,2014,Ontario,Total demand,Other accommodation,Dollars,millions,226.4
1968,2014,Ontario,Total demand,Total food and beverage services,Dollars,millions,4679.3
1969,2014,Ontario,Total demand,Meals from accommodation,Dollars,millions,164.7
1970,2014,Ontario,Total demand,Meals from restaurants,Dollars,millions,3639.4
1971,2014,Ontario,Total demand,Alcoholic beverages from accommodation,Dollars,millions,71.3
1972,2014,Ontario,Total demand,Alcoholic beverages from restaurants,Dollars,millions,593.3
1973,2014,Ontario,Total demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,210.6
1974,2014,Ontario,Total demand,Total other tourism products,Dollars,millions,5119.8
1975,2014,Ontario,Total demand,Recreation and entertainment,Dollars,millions,1739.4
1976,2014,Ontario,Total demand,Travel services,Dollars,millions,1999.5
1977,2014,Ontario,Total demand,Convention fees,Dollars,millions,291.7
1978,2014,Ontario,Total demand,Pre-trip expenses,Dollars,millions,1089.2
1979,2014,Ontario,Total demand,Total other products,Dollars,millions,4784.1
1980,2014,Ontario,Total demand,Groceries,Dollars,millions,1574.0
1981,2014,Ontario,Total demand,"Beer, wine, and liquor from stores",Dollars,millions,299.8
1982,2014,Ontario,Total demand,Urban transit and parking,Dollars,millions,82.3
1983,2014,Ontario,Total demand,Miscellaneous products,Dollars,millions,2828.0
1984,2014,Ontario,Domestic demand,Total tourism expenditures,Dollars,millions,19886.3
1985,2014,Ontario,Domestic demand,Total tourism products,Dollars,millions,16616.8
1986,2014,Ontario,Domestic demand,Total transportation,Dollars,millions,7903.4
1987,2014,Ontario,Domestic demand,Passenger air transport,Dollars,millions,3492.0
1988,2014,Ontario,Domestic demand,Passenger rail transport,Dollars,millions,141.7
1989,2014,Ontario,Domestic demand,Passenger water transport,Dollars,millions,4.3
1990,2014,Ontario,Domestic demand,"Interurban, charter and tour bus transport",Dollars,millions,152.8
1991,2014,Ontario,Domestic demand,Taxis,Dollars,millions,129.3
1992,2014,Ontario,Domestic demand,Vehicle rental,Dollars,millions,87.9
1993,2014,Ontario,Domestic demand,Vehicle repairs and parts,Dollars,millions,1250.5
1994,2014,Ontario,Domestic demand,Vehicle fuel,Dollars,millions,2644.9
1995,2014,Ontario,Domestic demand,Total accommodation,Dollars,millions,1711.4
1996,2014,Ontario,Domestic demand,Hotels,Dollars,millions,1284.6
1997,2014,Ontario,Domestic demand,Motels,Dollars,millions,141.3
1998,2014,Ontario,Domestic demand,Camping,Dollars,millions,191.5
1999,2014,Ontario,Domestic demand,Other accommodation,Dollars,millions,94.0
2000,2014,Ontario,Domestic demand,Total food and beverage services,Dollars,millions,3279.3
2001,2014,Ontario,Domestic demand,Meals from accommodation,Dollars,millions,115.1
2002,2014,Ontario,Domestic demand,Meals from restaurants,Dollars,millions,2548.7
2003,2014,Ontario,Domestic demand,Alcoholic beverages from accommodation,Dollars,millions,50.1
2004,2014,Ontario,Domestic demand,Alcoholic beverages from restaurants,Dollars,millions,417.7
2005,2014,Ontario,Domestic demand,Meals and alcoholic beverages from other tourism industries,Dollars,millions,147.7
2006,2014,Ontario,Domestic demand,Total other tourism products,Dollars,millions,3722.7
2007,2014,Ontario,Domestic demand,Recreation and entertainment,Dollars,millions,1101.0
2008,2014,Ontario,Domestic demand,Travel services,Dollars,millions,1342.6
2009,2014,Ontario,Domestic demand,Convention fees,Dollars,millions,189.9
2010,2014,Ontario,Domestic demand,Pre-trip expenses,Dollars,millions,1089.2
2011,2014,Ontario,Domestic demand,Total other products,Dollars,millions,3269.5
2012,2014,Ontario,Domestic demand,Groceries,Dollars,millions,1148.9
2013,2014,Ontario,Domestic demand,"Beer, wine, and liquor from stores",Dollars,millions,218.8
2014,2014,Ontario,Domestic demand,Urban transit and parking,Dollars,millions,60.7
2015,2014,Ontario,Domestic demand,Miscellaneous products,Dollars,millions,1841.1
2016,2014,Ontario,Exports,Total tourism expenditures,Dollars,millions,10052.2
2017,2014,Ontario,Exports,Total tourism products,Dollars,millions,8537.5
2018,2014,Ontario,Exports,Total transportation,Dollars,millions,3330.5
2019,2014,Ontario,Exports,Passenger air transport,Dollars,millions,2336.3
2020,2014,Ontario,Exports,Passenger rail transport,Dollars,millions,44.3
2021,2014,Ontario,Exports,Passenger water transport,Dollars,millions,10.2
2022,2014,Ontario,Exports,"Interurban, charter and tour bus transport",Dollars,millions,81.2
2023,2014,Ontario,Exports,Taxis,Dollars,millions,85.6
2024,2014,Ontario,Exports,Vehicle rental,Dollars,millions,263.4
2025,2014,Ontario,Exports,Vehicle repairs and parts,Dollars,millions,163.6
2026,2014,Ontario,Exports,Vehicle fuel,Dollars,millions,345.9
2027,2014,Ontario,Exports,Total accommodation,Dollars,millions,2409.9
2028,2014,Ontario,Exports,Hotels,Dollars,millions,2134.1
2029,2014,Ontario,Exports,Motels,Dollars,millions,66.9
2030,2014,Ontario,Exports,Camping,Dollars,millions,76.5
2031,2014,Ontario,Exports,Other accommodation,Dollars,millions,132.4
2032,2014,Ontario,Exports,Total food and beverage services,Dollars,millions,1400.1
2033,2014,Ontario,Exports,Meals from accommodation,Dollars,millions,49.7
2034,2014,Ontario,Exports,Meals from restaurants,Dollars,millions,1090.8
2035,2014,Ontario,Exports,Alcoholic beverages from accommodation,Dollars,millions,21.2
2036,2014,Ontario,Exports,Alcoholic beverages from restaurants,Dollars,millions,175.6
2037,2014,Ontario,Exports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,62.8
2038,2014,Ontario,Exports,Total other tourism products,Dollars,millions,1397.0
2039,2014,Ontario,Exports,Recreation and entertainment,Dollars,millions,638.4
2040,2014,Ontario,Exports,Travel services,Dollars,millions,656.8
2041,2014,Ontario,Exports,Convention fees,Dollars,millions,101.8
2042,2014,Ontario,Exports,Pre-trip expenses,Dollars,millions,0.0
2043,2014,Ontario,Exports,Total other products,Dollars,millions,1514.7
2044,2014,Ontario,Exports,Groceries,Dollars,millions,425.1
2045,2014,Ontario,Exports,"Beer, wine, and liquor from stores",Dollars,millions,81.0
2046,2014,Ontario,Exports,Urban transit and parking,Dollars,millions,21.7
2047,2014,Ontario,Exports,Miscellaneous products,Dollars,millions,986.9
2048,2014,Ontario,Interprovincial demand (exports),Total tourism expenditures,Dollars,millions,3334.1
2049,2014,Ontario,Interprovincial demand (exports),Total tourism products,Dollars,millions,3003.5
2050,2014,Ontario,Interprovincial demand (exports),Total transportation,Dollars,millions,1285.6
2051,2014,Ontario,Interprovincial demand (exports),Passenger air transport,Dollars,millions,959.9
2052,2014,Ontario,Interprovincial demand (exports),Passenger rail transport,Dollars,millions,16.1
2053,2014,Ontario,Interprovincial demand (exports),Passenger water transport,Dollars,millions,1.6
2054,2014,Ontario,Interprovincial demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,12.3
2055,2014,Ontario,Interprovincial demand (exports),Taxis,Dollars,millions,26.8
2056,2014,Ontario,Interprovincial demand (exports),Vehicle rental,Dollars,millions,71.5
2057,2014,Ontario,Interprovincial demand (exports),Vehicle repairs and parts,Dollars,millions,63.4
2058,2014,Ontario,Interprovincial demand (exports),Vehicle fuel,Dollars,millions,134.0
2059,2014,Ontario,Interprovincial demand (exports),Total accommodation,Dollars,millions,557.9
2060,2014,Ontario,Interprovincial demand (exports),Hotels,Dollars,millions,518.3
2061,2014,Ontario,Interprovincial demand (exports),Motels,Dollars,millions,13.6
2062,2014,Ontario,Interprovincial demand (exports),Camping,Dollars,millions,18.7
2063,2014,Ontario,Interprovincial demand (exports),Other accommodation,Dollars,millions,7.3
2064,2014,Ontario,Interprovincial demand (exports),Total food and beverage services,Dollars,millions,445.2
2065,2014,Ontario,Interprovincial demand (exports),Meals from accommodation,Dollars,millions,16.0
2066,2014,Ontario,Interprovincial demand (exports),Meals from restaurants,Dollars,millions,345.6
2067,2014,Ontario,Interprovincial demand (exports),Alcoholic beverages from accommodation,Dollars,millions,6.9
2068,2014,Ontario,Interprovincial demand (exports),Alcoholic beverages from restaurants,Dollars,millions,56.6
2069,2014,Ontario,Interprovincial demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,20.1
2070,2014,Ontario,Interprovincial demand (exports),Total other tourism products,Dollars,millions,714.8
2071,2014,Ontario,Interprovincial demand (exports),Recreation and entertainment,Dollars,millions,131.4
2072,2014,Ontario,Interprovincial demand (exports),Travel services,Dollars,millions,563.7
2073,2014,Ontario,Interprovincial demand (exports),Convention fees,Dollars,millions,19.7
2074,2014,Ontario,Interprovincial demand (exports),Pre-trip expenses,Dollars,millions,0.0
2075,2014,Ontario,Interprovincial demand (exports),Total other products,Dollars,millions,330.6
2076,2014,Ontario,Interprovincial demand (exports),Groceries,Dollars,millions,103.9
2077,2014,Ontario,Interprovincial demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,19.8
2078,2014,Ontario,Interprovincial demand (exports),Urban transit and parking,Dollars,millions,15.9
2079,2014,Ontario,Interprovincial demand (exports),Miscellaneous products,Dollars,millions,191.0
2080,2014,Ontario,International demand (exports),Total tourism expenditures,Dollars,millions,6718.1
2081,2014,Ontario,International demand (exports),Total tourism products,Dollars,millions,5534.0
2082,2014,Ontario,International demand (exports),Total transportation,Dollars,millions,2044.9
2083,2014,Ontario,International demand (exports),Passenger air transport,Dollars,millions,1376.4
2084,2014,Ontario,International demand (exports),Passenger rail transport,Dollars,millions,28.2
2085,2014,Ontario,International demand (exports),Passenger water transport,Dollars,millions,8.6
2086,2014,Ontario,International demand (exports),"Interurban, charter and tour bus transport",Dollars,millions,68.9
2087,2014,Ontario,International demand (exports),Taxis,Dollars,millions,58.8
2088,2014,Ontario,International demand (exports),Vehicle rental,Dollars,millions,191.9
2089,2014,Ontario,International demand (exports),Vehicle repairs and parts,Dollars,millions,100.2
2090,2014,Ontario,International demand (exports),Vehicle fuel,Dollars,millions,211.9
2091,2014,Ontario,International demand (exports),Total accommodation,Dollars,millions,1852.0
2092,2014,Ontario,International demand (exports),Hotels,Dollars,millions,1615.8
2093,2014,Ontario,International demand (exports),Motels,Dollars,millions,53.3
2094,2014,Ontario,International demand (exports),Camping,Dollars,millions,57.8
2095,2014,Ontario,International demand (exports),Other accommodation,Dollars,millions,125.1
2096,2014,Ontario,International demand (exports),Total food and beverage services,Dollars,millions,954.8
2097,2014,Ontario,International demand (exports),Meals from accommodation,Dollars,millions,33.6
2098,2014,Ontario,International demand (exports),Meals from restaurants,Dollars,millions,745.1
2099,2014,Ontario,International demand (exports),Alcoholic beverages from accommodation,Dollars,millions,14.3
2100,2014,Ontario,International demand (exports),Alcoholic beverages from restaurants,Dollars,millions,119.0
2101,2014,Ontario,International demand (exports),Meals and alcoholic beverages from other tourism industries,Dollars,millions,42.8
2102,2014,Ontario,International demand (exports),Total other tourism products,Dollars,millions,682.3
2103,2014,Ontario,International demand (exports),Recreation and entertainment,Dollars,millions,507.0
2104,2014,Ontario,International demand (exports),Travel services,Dollars,millions,93.2
2105,2014,Ontario,International demand (exports),Convention fees,Dollars,millions,82.1
2106,2014,Ontario,International demand (exports),Pre-trip expenses,Dollars,millions,0.0
2107,2014,Ontario,International demand (exports),Total other products,Dollars,millions,1184.1
2108,2014,Ontario,International demand (exports),Groceries,Dollars,millions,321.2
2109,2014,Ontario,International demand (exports),"Beer, wine, and liquor from stores",Dollars,millions,61.2
2110,2014,Ontario,International demand (exports),Urban transit and parking,Dollars,millions,5.8
2111,2014,Ontario,International demand (exports),Miscellaneous products,Dollars,millions,795.9
2112,2014,Ontario,Imports,Total tourism expenditures,Dollars,millions,23543.6
2113,2014,Ontario,Imports,Total tourism products,Dollars,millions,20333.5
2114,2014,Ontario,Imports,Total transportation,Dollars,millions,7692.7
2123,2014,Ontario,Imports,Total accommodation,Dollars,millions,6274.3
2128,2014,Ontario,Imports,Total food and beverage services,Dollars,millions,4169.1
2134,2014,Ontario,Imports,Total other tourism products,Dollars,millions,2197.5
2139,2014,Ontario,Imports,Total other products,Dollars,millions,3210.1
2144,2014,Ontario,Interprovincial imports,Total tourism expenditures,Dollars,millions,3423.1
2145,2014,Ontario,Interprovincial imports,Total tourism products,Dollars,millions,3022.2
2146,2014,Ontario,Interprovincial imports,Total transportation,Dollars,millions,1336.9
2147,2014,Ontario,Interprovincial imports,Passenger air transport,Dollars,millions,918.9
2148,2014,Ontario,Interprovincial imports,Passenger rail transport,Dollars,millions,15.0
2149,2014,Ontario,Interprovincial imports,Passenger water transport,Dollars,millions,11.3
2150,2014,Ontario,Interprovincial imports,"Interurban, charter and tour bus transport",Dollars,millions,11.0
2151,2014,Ontario,Interprovincial imports,Taxis,Dollars,millions,21.0
2152,2014,Ontario,Interprovincial imports,Vehicle rental,Dollars,millions,81.0
2153,2014,Ontario,Interprovincial imports,Vehicle repairs and parts,Dollars,millions,96.7
2154,2014,Ontario,Interprovincial imports,Vehicle fuel,Dollars,millions,182.0
2155,2014,Ontario,Interprovincial imports,Total accommodation,Dollars,millions,585.6
2156,2014,Ontario,Interprovincial imports,Hotels,Dollars,millions,492.8
2157,2014,Ontario,Interprovincial imports,Motels,Dollars,millions,46.7
2158,2014,Ontario,Interprovincial imports,Camping,Dollars,millions,22.7
2159,2014,Ontario,Interprovincial imports,Other accommodation,Dollars,millions,23.4
2160,2014,Ontario,Interprovincial imports,Total food and beverage services,Dollars,millions,589.3
2161,2014,Ontario,Interprovincial imports,Meals from accommodation,Dollars,millions,31.8
2162,2014,Ontario,Interprovincial imports,Meals from restaurants,Dollars,millions,433.4
2163,2014,Ontario,Interprovincial imports,Alcoholic beverages from accommodation,Dollars,millions,16.0
2164,2014,Ontario,Interprovincial imports,Alcoholic beverages from restaurants,Dollars,millions,76.0
2165,2014,Ontario,Interprovincial imports,Meals and alcoholic beverages from other tourism industries,Dollars,millions,32.1
2166,2014,Ontario,Interprovincial imports,Total other tourism products,Dollars,millions,510.4
2167,2014,Ontario,Interprovincial imports,Recreation and entertainment,Dollars,millions,164.1
2168,2014,Ontario,Interprovincial imports,Travel services,Dollars,millions,332.2
2169,2014,Ontario,Interprovincial imports,Convention fees,Dollars,millions,14.1
2171,2014,Ontario,Interprovincial imports,Total other products,Dollars,millions,400.9
2172,2014,Ontario,Interprovincial imports,Groceries,Dollars,millions,177.2
2173,2014,Ontario,Interprovincial imports,"Beer, wine, and liquor from stores",Dollars,millions,38.6
2174,2014,Ontario,Interprovincial imports,Urban transit and parking,Dollars,millions,13.9
2175,2014,Ontario,Interprovincial imports,Miscellaneous products,Dollars,millions,171.2
2176,2014,Ontario,International imports,Total tourism expenditures,Dollars,millions,20120.6
2177,2014,Ontario,International imports,Total tourism products,Dollars,millions,17311.5
2178,2014,Ontario,International imports,Total transportation,Dollars,millions,6355.9
2187,2014,Ontario,International imports,Total accommodation,Dollars,millions,5688.7
2192,2014,Ontario,International imports,Total food and beverage services,Dollars,millions,3579.8
2198,2014,Ontario,International imports,Total other tourism products,Dollars,millions,1687.1
2203,2014,Ontario,International imports,Total other products,Dollars,millions,2809.1
2208,2014,Ontario,Tourism product ratio,Total tourism expenditures,Percentage,millions,2.2
2209,2014,Ontario,Tourism product ratio,Total tourism products,Percentage,millions,32.6
2210,2014,Ontario,Tourism product ratio,Total transportation,Percentage,millions,32.3
2211,2014,Ontario,Tourism product ratio,Passenger air transport,Percentage,millions,90.8
2212,2014,Ontario,Tourism product ratio,Passenger rail transport,Percentage,millions,93.4
2213,2014,Ontario,Tourism product ratio,Passenger water transport,Percentage,millions,85.5
2214,2014,Ontario,Tourism product ratio,"Interurban, charter and tour bus transport",Percentage,millions,27.7
2215,2014,Ontario,Tourism product ratio,Taxis,Percentage,millions,20.1
2216,2014,Ontario,Tourism product ratio,Vehicle rental,Percentage,millions,34.2
